line_id,bias_code,elo,model,rank,move_uci,move_san,policy_probability,topk_policy_mass,normalized_response_entropy_topk,wdl_win_permille,wdl_draw_permille,wdl_loss_permille,fen,status
ORD-02,B1,1300,maia3-79m,8,d1d2,Qd2,0.019310416653752327,0.9810997624881566,0.6784099008038565,448,22,530,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,9,d4c5,dxc5,0.007287490647286177,0.9810997624881566,0.6784099008038565,401,18,581,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,10,f3e5,Ne5,0.006562373600900173,0.9810997624881566,0.6784099008038565,408,20,572,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,1,d1c2,Qc2,0.4408378303050995,0.9907001766841859,0.6386499314303185,477,24,499,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,2,d1b3,Qb3,0.26791462302207947,0.9907001766841859,0.6386499314303185,506,35,459,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,3,b2b3,b3,0.1608235090970993,0.9907001766841859,0.6386499314303185,497,23,480,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,4,d1c1,Qc1,0.04442222788929939,0.9907001766841859,0.6386499314303185,484,24,492,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,5,b1d2,Nbd2,0.021085841581225395,0.9907001766841859,0.6386499314303185,454,22,524,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,6,b1a3,Na3,0.019654277712106705,0.9907001766841859,0.6386499314303185,409,20,571,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,7,f1d3,Bd3,0.013525809161365032,0.9907001766841859,0.6386499314303185,459,21,520,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,8,d1d2,Qd2,0.011665092781186104,0.9907001766841859,0.6386499314303185,449,24,527,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,9,d4c5,dxc5,0.007207533810287714,0.9907001766841859,0.6386499314303185,390,20,590,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1500,maia3-79m,10,f1e2,Be2,0.0035634313244372606,0.9907001766841859,0.6386499314303185,446,21,533,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
